���authors,#formats,#genre,isbn,pubdate,title
Lemony Snicket,,Children's Books,9.78141E+12,2010-07-15T10:42:55-07:00,A Series of Unfortunate Events #13: The End
Philip Pullman,,Fiction:Young Adult,9.78161E+12,2007-07-15T00:00:00-07:00,The Golden Compass
Philip Pullman,,Fiction:Young Adult,9.78844E+12,2002-05-31T03:00:00-07:00,The Subtle Knife
Thomas Pynchon,,classics,9.78006E+12,1999-11-15T00:00:00-08:00,V.
Daniel Reingold & Jennifer Reingold,,Contemporary,9.78006E+12,2007-05-17T10:15:09-07:00,Confessions of a Wall Street Analyst: A True Story of Inside Information and Corruption in the Stock Market
Anne Rice,,Fantasy:Vampires,9.78068E+12,2002-10-29T09:41:34-08:00,Blackwood Farm
Anne Rice,,Fantasy:Vampires,9.78068E+12,2001-07-15T10:40:29-07:00,Blood and Gold
Anne Rice,,Fantasy:Vampires,9.78068E+12,2003-10-28T09:41:12-08:00,Blood Canticle
Nora Roberts,,Romance,9.78026E+12,2008-04-04T03:06:54-07:00,Irish Rose
Nora Roberts,,Romance,9.78026E+12,2008-05-15T03:12:51-07:00,Irish Thoroughbred
Nora Roberts,,Romance,9.78052E+12,1999-07-15T03:04:04-07:00,Jewels of the Sun
Nora Roberts,,Romance,9.78052E+12,2003-07-15T03:11:24-07:00,Key of Knowledge
Nora Roberts,,Romance,9.78052E+12,2003-10-28T02:11:00-08:00,Key of Light
Nora Roberts,,Romance,9.78052E+12,2004-07-15T03:04:39-07:00,Key of Valor
Nora Roberts,,Romance,9.78037E+12,2003-10-01T03:07:05-07:00,Lawless
Nora Roberts,,Romance,9.78159E+12,2003-01-15T02:14:39-08:00,Loving Jack
Nora Roberts,,Romance,9.78026E+12,2008-07-01T03:09:41-07:00,Luring a Lady
Nora Roberts,,Romance,9.78052E+12,2006-08-29T03:05:50-07:00,Morrigan's Cross
Nora Roberts,,Romance,9.78037E+12,1991-03-15T02:13:55-08:00,Night Shadow
Nora Roberts,,Romance,9.78037E+12,2005-07-01T03:05:18-07:00,Night Shift: Night Shadow
Nora Roberts,,Romance,9.78026E+12,2010-01-15T02:04:45-08:00,Night Smoke
Nora Roberts,,Romance,9.78037E+12,2005-08-01T03:07:43-07:00,Nightshade: Night Smoke
Nora Roberts,,Romance,9.78079E+12,2004-07-15T03:14:12-07:00,One Man's Art
Nora Roberts,,Romance,9.7816E+12,2007-01-15T02:16:07-08:00,Rebellion
Lemony Snicket,,Children's Books,9.78006E+12,1999-08-24T18:03:00-07:00,A Series of Unfortunate Events #1: The Bad Beginning
Lemony Snicket,,Children's Books,9.78006E+12,2001-08-23T10:43:31-07:00,A Series of Unfortunate Events #8: The Hostile Hospital
Lemony Snicket & Brett Helquist,,Children's Books,9.78006E+12,1999-08-12T10:44:27-07:00,A Series of Unfortunate Events #2: The Reptile Room
Lemony Snicket & Brett Helquist,,Children's Books,9.78006E+12,2007-08-22T18:05:01-07:00,"A Series of Unfortunate Events #3: The Wide Window: Or, Disappearance!"
Lemony Snicket & Brett Helquist,,Children's Books,9.78006E+12,2000-03-23T09:43:12-08:00,A Series of Unfortunate Events #4: The Miserable Mill
Lemony Snicket & Brett Helquist,,Children's Books,9.78006E+12,2000-07-27T10:45:41-07:00,A Series of Unfortunate Events #5: The Austere Academy
Lemony Snicket & Brett Helquist,,Children's Books,9.78006E+12,2001-02-08T09:44:41-08:00,A Series of Unfortunate Events #6: The Ersatz Elevator
Lemony Snicket & Brett Helquist,,Children's Books,9.78006E+12,2001-04-11T10:45:49-07:00,A Series of Unfortunate Events #7: The Vile Village
Lemony Snicket & Brett Helquist,,Children's Books,9.78006E+12,2002-07-15T10:45:32-07:00,A Series of Unfortunate Events #9: The Carnivorous Carnival
Nicholas Sparks,,Romance,9.78045E+12,2005-04-01T02:00:00-08:00,A Bend in the Road
Nicholas Sparks,,Romance,9.78045E+12,2004-08-31T03:00:00-07:00,A Walk to Remember
Nicholas Sparks,,Romance,9.78045E+12,2007-09-01T03:00:00-07:00,At First Sight
Nicholas Sparks,,Romance,9.78045E+12,2009-08-15T00:00:00-07:00,Dear John
Nicholas Sparks,,Romance,9.78045E+12,1999-12-01T10:15:07-08:00,Message in a Bottle
Nicholas Sparks,,Romance,9.78045E+12,2004-08-01T03:00:00-07:00,Nights in Rodanthe
Nicholas Sparks,,Romance,9.78045E+12,1998-02-01T02:00:00-08:00,The Notebook
Anne Rice,,Fantasy:Vampires,9.78068E+12,1995-07-03T10:39:49-07:00,Memnoch the Devil
Anne Rice,,Fantasy:Vampires,9.78038E+12,2000-10-17T10:41:46-07:00,Merrick
Nora Roberts,,Romance,9.78052E+12,2005-11-29T02:15:41-08:00,Red Lily
Nora Roberts,,Romance,9.78052E+12,1998-07-15T03:08:18-07:00,Rising Tides
Nora Roberts,,Romance,9.78055E+12,1987-11-01T02:03:56-08:00,Sacred Sins
Jodi Picoult,,Fiction,9.78174E+12,2009-07-15T10:56:10-07:00,The Pact
Jodi Picoult,,Fiction,9.78142E+12,2006-07-15T10:59:46-07:00,The Tenth Circle: A Novel
Jodi Picoult,,Fiction,9.78142E+12,2007-07-01T11:06:53-07:00,Vanishing Acts
Daniel H. Pink,AZW3,Self-Help,9.78159E+12,2009-07-15T10:17:03-07:00,Drive: The Surprising Truth About What Motivates Us
Sylvia Plath,AZW3,Fiction,9.78057E+12,2009-05-07T00:00:00-07:00,The Bell Jar
Plato,,Philosophy,9.78014E+12,2007-07-01T00:00:00-07:00,The Republic
Edgar Allan Poe,,"Horror, classics",9.78159E+12,2008-03-29T00:00:00-07:00,Essential Tales and Poems of Edgar Allan Poe
H. N. Pollack,,Science,9.78158E+12,2009-10-15T10:27:28-07:00,A World Without Ice
Michael Pollan,,food,9.78014E+12,2009-12-29T00:00:00-08:00,Food Rules: An Eater's Manual
Michael Pollan,,food,9.78141E+12,2008-03-15T00:00:00-07:00,In Defense of Food: An Eater's Manifesto
Michael Pollan,,food,9.78038E+12,2002-05-27T00:00:00-07:00,The Botany of Desire: A Plant's-Eye View of the World
Michael Pollan & Richie Chevat,,food,9.78061E+12,2009-10-15T03:00:00-07:00,"The Omnivore's Dilemma, Young Readers Edition: The Secrets Behind What You Eat"
Anne Rice,,Fantasy:Vampires,9.78035E+12,1989-09-13T03:00:00-07:00,The Queen of the Damned
Anne Rice,,Fantasy:Vampires,9.78035E+12,1993-09-01T03:00:00-07:00,The Tale of the Body Thief
Anne Rice,,Fantasy:Vampires,9.78068E+12,1998-10-10T10:41:20-07:00,The Vampire Armand
Richard P. Feynman,,Autobiography,9.78039E+12,2010-06-02T00:00:00-07:00,"Surely You're Joking, Mr. Feynman!"
Rick Riordan,,Fiction:Young Adult,9.78014E+12,2009-06-01T00:00:00-07:00,Percy Jackson and the Last Olympian
Rick Riordan,,Fiction:Young Adult,9.78014E+12,2005-08-31T21:00:00-07:00,The Lightning Thief
Rick Riordan,,Fiction:Young Adult,9.78014E+12,2007-04-29T21:00:00-07:00,The Sea of Monsters
Rick Riordan,,Fiction:Young Adult,9.78142E+12,2007-05-01T00:00:00-07:00,The Titan's Curse
Nora Roberts,,Romance,9.78037E+12,1991-06-01T03:09:08-07:00,A Man for Amanda
Nora Roberts,,Romance,9.78079E+12,2006-08-15T03:05:37-07:00,All the Possibilities
Nora Roberts,,Romance,9.78141E+12,2009-04-15T03:12:01-07:00,Best Laid Plans
Nora Roberts,,Fiction:Suspense,9.78052E+12,2007-11-27T00:00:00-08:00,Blood Brothers
Nora Roberts,,Romance,9.78052E+12,2004-10-25T03:05:03-07:00,Blue Dahlia
Nora Roberts,,Romance,9.78037E+12,1992-08-01T03:10:23-07:00,Captivated
Nora Roberts,,Romance,9.78026E+12,2009-03-06T02:13:18-08:00,Charmed
Nora Roberts,,Romance,9.78026E+12,2008-08-15T03:10:14-07:00,Convincing Alex
Nora Roberts,,Romance,9.78082E+12,1992-07-15T03:03:34-07:00,Courting Catherine
Nora Roberts,,Romance,9.78052E+12,2006-10-03T03:10:06-07:00,Dance of the Gods
Nora Roberts,,Romance,9.78079E+12,2005-04-07T03:08:52-07:00,Dance to the Piper
Nora Roberts,,Romance,9.78052E+12,2001-07-15T03:06:45-07:00,Dance Upon the Air
Nora Roberts,,Romance,9.78052E+12,1998-01-01T02:15:27-08:00,Sea Swept
Nora Roberts,,Romance,9.78155E+12,1995-09-01T03:07:59-07:00,Skin Deep
Nora Roberts,,Romance,9.78052E+12,2000-07-01T03:10:48-07:00,Tears of the Moon
Nora Roberts,,Romance,9.78037E+12,1992-08-15T03:11:11-07:00,Tempting Fate
Nora Roberts,,Romance,9.78037E+12,2005-03-01T02:14:26-08:00,The Calhouns: Suzanna and Megan: Suzanna's Surrender\Megan's Mate
Nora Roberts,,Romance,9.78079E+12,2005-04-15T00:00:00-07:00,The Fall of Shane MacKade
Nora Roberts,,Romance,9.78079E+12,2005-03-15T02:13:40-08:00,The Heart of Devin MacKade
Nora Roberts,,Romance,9.78037E+12,2007-08-01T03:05:11-07:00,The MacGregor Brides
Nora Roberts,,Fiction:Suspense,9.78052E+12,2008-11-25T00:00:00-08:00,The Pagan Stone
Nora Roberts,,Romance,9.78141E+12,2008-04-15T03:10:38-07:00,The Perfect Neighbor
Nora Roberts,,Romance,9.78037E+12,1995-12-15T02:03:16-08:00,The Pride of Jared MacKade
Nora Roberts,,Romance,9.78037E+12,1997-04-15T03:06:02-07:00,The Return of Rafe MacKade
Nora Roberts,,Romance,9.7804E+12,2010-07-15T00:00:00-07:00,The Search
Nora Roberts,,Romance,9.78141E+12,2008-01-15T02:08:29-08:00,The Winning Hand
Nora Roberts,,Romance,9.78052E+12,2006-10-31T02:12:28-08:00,Valley of Silence
Nora Roberts,,Romance,9.78043E+12,2009-04-28T03:06:24-07:00,Vision in White
Nora Roberts,,Romance,9.78155E+12,1996-07-15T03:12:39-07:00,Without a Trace
Edmond Rostand,,classics,9.78159E+12,2008-05-01T00:00:00-07:00,Cyrano De Bergerac
J. K. Rowling,AZW3,Children's Books,,2009-05-13T03:00:00-07:00,Harry Potter and the Chamber of Secrets
J. K. Rowling,AZW3,Children's Books,,2009-05-13T03:00:00-07:00,Harry Potter and the Deathly Hallows
J. K. Rowling,AZW3,Children's Books,,2009-05-13T03:00:00-07:00,Harry Potter and the Goblet of Fire
J. K. Rowling,AZW3,Children's Books,,2009-05-13T03:00:00-07:00,Harry Potter and the Half-Blood Prince
Anne Perry,,Mystery:Historical,9.78079E+12,1996-03-14T23:00:00-08:00,Cain His Brother
Anne Perry,,Mystery:Historical,9.78035E+12,2009-03-23T03:00:00-07:00,Execution Dock
Anne Perry,,Mystery:Historical,9.78035E+12,2002-08-27T00:00:00-07:00,Funeral in Blue
Anne Perry,,Mystery:Historical,9.78035E+12,2007-09-15T00:00:00-07:00,Dark Assassin
Terry Pratchett,,Fantasy:Discworld,9.78006E+12,2004-05-12T00:00:00-07:00,The Wee Free Men
Terry Pratchett,,Fantasy:Discworld,9.78055E+12,2010-10-01T00:00:00-07:00,Wintersmith
Christopher Priest,,Science-Fiction,9.78077E+12,2006-10-03T11:15:58-07:00,The Prestige
Nora Roberts,,Romance,9.78037E+12,2007-04-01T03:15:06-07:00,"Daniel & Ian: For Now, Forever\In From the Cold"
Nora Roberts,,Romance,9.78052E+12,1996-07-15T03:07:22-07:00,Daring to Dream
Nora Roberts,,Romance,9.78026E+12,2009-04-03T03:06:15-07:00,Enchanted
Nora Roberts,,Romance,9.78026E+12,2009-02-01T02:09:20-08:00,Entranced
Nora Roberts,,Romance,9.78052E+12,2002-07-15T03:13:04-07:00,Face the Fire
Nora Roberts,,Romance,9.78052E+12,1997-07-15T03:16:16-07:00,Finding the Dream
Nora Roberts,,Romance,9.78037E+12,1992-11-15T02:12:11-08:00,"For Now, Forever"
Nora Roberts,,Romance,9.78082E+12,1993-05-15T03:08:09-07:00,For the Love of Lilah
Nora Roberts,,Romance,9.78052E+12,2000-07-15T03:08:38-07:00,Heart of the Sea
Chuck Palahniuk,,"Contemporary, Fiction",9.78039E+12,1999-01-25T03:04:42-08:00,Survivor: A Novel
Christopher Paolini,,"Fiction:Young Adult, Fantasy",9.78038E+12,2010-04-27T00:00:00-07:00,Brisingr
Christopher Paolini,,"Fiction:Young Adult, Fantasy",9.78044E+12,2008-08-26T00:00:00-07:00,Eldest
Christopher Paolini,,"Fiction:Young Adult, Fantasy",9.78044E+12,2007-06-11T03:00:00-07:00,Eragon
James Patterson,,Fiction:Suspense,9.78045E+12,2005-05-20T09:35:07-07:00,1st to Die
James Patterson & Andrew Gross,,Fiction:Suspense,9.78045E+12,2003-01-31T23:03:44-08:00,2nd Chance
James Patterson,,Fiction:Suspense,9.78045E+12,2005-05-20T09:49:07-07:00,3rd Degree
James Patterson,,Fiction:Suspense,9.78045E+12,2009-07-15T09:49:14-07:00,7th Heaven
James Patterson,,Fiction:Suspense,9.78045E+12,2010-07-15T10:48:16-07:00,Alex Cross's Trial
James Patterson,,Fiction:Legal,9.78045E+12,2007-06-01T09:38:23-07:00,Beach Road
James Patterson,,Fiction:Suspense,9.78045E+12,2003-08-01T03:00:00-07:00,Cat & Mouse
Anne Perry,,Mystery:Historical,9.78079E+12,1998-05-15T00:00:00-07:00,The Silent Cry
Anne Perry,,Mystery:Historical,9.78079E+12,1994-12-15T00:00:00-08:00,The Sins of the Wolf
Anne Perry,,Mystery:Historical,9.78847E+12,2003-01-15T00:00:00-08:00,The Twisted Root
Anne Perry,,Mystery:Historical,9.78079E+12,1997-03-14T23:00:00-08:00,Weighed in the Balance
Elizabeth Peters,,Mystery,9.78045E+12,1988-01-01T00:00:00-08:00,Crocodile on the Sandbank
Elizabeth Peters,,Mystery,9.78038E+12,1999-09-30T00:00:00-07:00,Lion in the Valley
Elizabeth Peters,,Mystery,9.78078E+12,1997-10-15T00:00:00-07:00,Seeing a Large Cat
Elizabeth Peters,,Mystery,9.78157E+12,1999-02-15T00:00:00-08:00,The Ape Who Guards the Balance
Elizabeth Peters,,Mystery,9.78185E+12,2006-06-29T00:00:00-07:00,The Curse of the Pharaohs
Elizabeth Peters,,Mystery,9.78038E+12,2000-01-06T00:00:00-08:00,The Deeds of the Disturber
Elizabeth Peters,,Mystery,9.78038E+12,2000-03-22T23:00:00-08:00,The Falcon at the Portal: An Amelia Peabody Mystery
Elizabeth Peters,,Mystery,9.78078E+12,1996-07-15T00:00:00-07:00,The Hippopotamus Pool
Elizabeth Peters,,Mystery,9.78045E+12,1991-01-15T00:00:00-08:00,The Last Camel Died at Noon
Elizabeth Peters,,Mystery,9.78006E+12,2006-04-17T00:00:00-07:00,The Mummy Case
Elizabeth Peters,,Mystery,9.78045E+12,1994-01-15T00:00:00-08:00,"The Snake, the Crocodile, and the Dog"
Ellis Peters,,Mystery:Historical,9.78069E+12,1978-11-14T00:00:00-08:00,A Morbid Taste for Bones
Ellis Peters,,Mystery:Historical,,2009-06-14T21:00:00-07:00,A Rare Benedictine
Ellis Peters,,Mystery:Historical,,1999-10-14T21:00:00-07:00,An Excellent Mystery
Ellis Peters,,Mystery:Historical,9.78075E+12,1999-09-30T21:00:00-07:00,Dead Mans Ransom: The Ninth Chronicle of Brother Cadfael
James Patterson,,Fiction:Detective,9.78045E+12,2001-02-01T08:35:42-08:00,Cradle and All
James Patterson,,Fiction:Detective,9.78076E+12,2010-07-14T23:57:44-07:00,Cross
James Patterson,,Fiction:Suspense,9.78045E+12,2009-10-01T10:49:02-07:00,Cross Country
James Patterson,,Fiction:Suspense,9.78045E+12,2008-10-01T10:48:07-07:00,Double Cross
James Patterson,,Fiction:Young Adult,9.78032E+12,2010-03-15T03:00:00-07:00,Fang: A Maximum Ride Novel
James Patterson,,Fiction:Suspense,9.78045E+12,2003-09-30T23:58:15-07:00,Four Blind Mice
James Patterson,,Fiction:Suspense,9.78045E+12,1996-07-15T09:35:51-07:00,Hide & Seek: A Novel
Ellis Peters,,Mystery:Historical,9.78075E+12,2010-09-15T00:00:00-07:00,Monk's-Hood
Ellis Peters,,Mystery:Historical,9.78045E+12,1994-02-28T21:00:00-08:00,One Corpse Too Many: The Second Chronicle of Brother Cadfael
Ellis Peters,,Mystery:Historical,,2009-06-14T21:00:00-07:00,St. Peter's Fair
Ellis Peters,,Mystery:Historical,9.78045E+12,1989-11-30T21:00:00-08:00,The Confession of Brother Haluin
Ellis Peters,,Mystery:Historical,9.78045E+12,1997-02-01T00:00:00-08:00,The Devil's Novice
Ellis Peters,,Mystery:Historical,9.78089E+12,1990-02-28T21:00:00-08:00,The Heretic's Apprentice
Ellis Peters,,Mystery:Historical,9.78075E+12,1994-05-18T21:00:00-07:00,The Hermit of Eyton Forest
Ian McEwan,,Fiction,9.78097E+12,2002-03-14T23:00:00-08:00,Atonement: A Novel
Ian McEwan,,Fiction,9.78039E+12,2010-03-29T00:00:00-07:00,Solar
James Patterson,,Fiction:Suspense,9.78032E+12,2009-11-16T09:49:59-08:00,"I, Alex Cross"
Ellis Peters,,Mystery:Historical,9.78045E+12,1994-02-28T21:00:00-08:00,The Holy Thief
Ron McLarty,,"Contemporary, Fiction",9.78067E+12,2004-12-29T00:00:00-08:00,The Memory of Running: A Novel
James Patterson,,Fiction:Suspense,9.78079E+12,1998-04-14T03:00:00-07:00,Jack and Jill
James Patterson,,Fiction:Legal,9.78045E+12,2007-03-01T08:34:32-08:00,Judge & Jury
James Patterson,,Fiction:Suspense,9.78032E+12,2009-09-30T00:00:00-07:00,Kiss the Girls
Ellis Peters,,Mystery:Historical,9.78079E+12,1998-07-14T21:00:00-07:00,The Leper of Saint Giles: The Fifth Chronicle of Brother Cadfael
C. S. Lewis,,Religon,9.78006E+12,2001-03-06T00:00:00-08:00,Mere Christianity
Stephenie Meyer,,"Fantasy:Vampires, Fiction:Young Adult",9.78032E+12,2010-07-15T00:00:00-07:00,Breaking Dawn
James Patterson,,Fiction:Suspense,9.78076E+12,2010-07-14T23:57:34-07:00,London Bridges
James Patterson,,Fiction:Suspense,9.78076E+12,2010-07-14T23:59:16-07:00,"Mary, Mary"
Ellis Peters,,Mystery:Historical,9.78045E+12,1987-01-15T00:00:00-08:00,The Pilgrim of Hate
Ellis Peters,,Mystery:Historical,9.78045E+12,1997-10-31T20:00:00-08:00,The Raven in the Foregate
Stephenie Meyer,,"Fantasy:Vampires, Fiction:Young Adult",9.78191E+12,2010-07-14T00:00:00-07:00,Eclipse
Ellis Peters,,Mystery:Historical,9.78079E+12,2000-08-14T21:00:00-07:00,The Rose Rent: The Thirteenth Chronicle of Brother Cadfael
Leil Lowndes,,Self-Help,9.78007E+12,2003-09-19T10:25:11-07:00,How to Talk to Anyone
Stephenie Meyer,,"Fantasy:Vampires, Fiction:Young Adult",9.78032E+12,2009-11-14T00:00:00-08:00,New Moon
Stephenie Meyer,,"Fantasy:Vampires, Fiction:Young Adult",9.78032E+12,2010-07-15T10:18:26-07:00,The Host: A Novel
James Patterson,,Fiction:Suspense,9.78076E+12,2009-10-14T23:59:45-07:00,Pop Goes the Weasel
Ellis Peters,,Mystery:Historical,9.78069E+12,1983-10-14T21:00:00-07:00,The Sanctuary Sparrow: The Seventh Chronicle of Brother Cadfael
Lois Lowry,,Fiction:Young Adult,9.78039E+12,2006-01-24T00:00:00-08:00,The Giver
James Patterson,,Fiction:Suspense,9.78045E+12,2001-09-30T23:59:07-07:00,Roses Are Red
James Patterson,,Fiction:Suspense,9.78045E+12,2009-05-01T09:34:15-07:00,Sail
Ellis Peters,,Mystery:Historical,9.78045E+12,1992-10-31T20:00:00-08:00,The Summer of the Danes
Ellis Peters,,Mystery:Historical,9.78079E+12,1998-10-14T21:00:00-07:00,The Virgin in the Ice: The Sixth Chronicle of Brother Cadfael
Robert Ludlum,,Fiction:Thriller,9.78031E+12,2006-10-31T10:07:50-08:00,The Ambler Warning
Robert Ludlum,,Fiction:Thriller,9.78055E+12,1996-04-01T09:56:26-08:00,The Apocalypse Watch
Robert Ludlum,,Fiction:Thriller,9.78055E+12,1985-08-15T00:00:00-07:00,The Aquitaine Progression
Stephenie Meyer,,"Fantasy:Vampires, Fiction:Young Adult",9.78032E+12,2010-07-15T11:03:22-07:00,The Short Second Life of Bree Tanner: An Eclipse Novella
Stephenie Meyer,,"Fantasy:Vampires, Fiction:Young Adult",9.78141E+12,2009-03-15T00:00:00-07:00,Twilight
James Patterson,,Fiction:Young Adult,9.78032E+12,2007-05-29T00:00:00-07:00,Saving the World and Other Extreme Sports
James Patterson,,Fiction:Young Adult,9.78045E+12,2007-04-07T00:00:00-07:00,School's Out - Forever
Jodi Picoult,,Fiction,9.78074E+12,2009-03-03T10:04:16-08:00,Handle With Care: A Novel
Robert Ludlum,,Fiction:Thriller,9.78055E+12,2010-07-15T00:00:00-07:00,The Bourne Identity
David Mitchell,,"Contemporary, Fiction",9.78068E+12,2010-08-14T03:00:00-07:00,The Thousand Autumns of Jacob De Zoet
David Mitchell,,Fiction,9.78068E+12,2006-04-10T20:08:50-07:00,Black Swan Green
David Mitchell,,Fiction,9.78038E+12,2001-10-08T20:08:54-07:00,Ghostwritten: A Novel
James Patterson,,Fiction:Suspense,9.78045E+12,2003-07-15T09:23:24-07:00,Suzanne's Diary for Nicholas
James Patterson,,Fiction:Suspense,9.78045E+12,2008-03-01T08:49:22-08:00,The 5th Horseman
Jodi Picoult,,Fiction,9.78074E+12,2010-07-15T11:06:38-07:00,House Rules
Jodi Picoult,,Fiction,9.78006E+12,2010-07-15T11:07:00-07:00,Keeping Faith: A Novel
Robert Ludlum,,Fiction:Thriller,9.78055E+12,1987-02-01T00:00:00-08:00,The Bourne Supremacy
David Mitchell,,Fiction,9.78081E+12,2003-02-10T19:08:57-08:00,Number9dream
Margaret Mitchell,,classics,9.78142E+12,2007-03-15T00:00:00-07:00,Gone With the Wind
James Patterson,,Fiction:Suspense,9.78045E+12,2010-07-15T09:40:57-07:00,The 8th Confession
Jodi Picoult,AZW3,"Contemporary, Fiction",9.78142E+12,2009-07-15T11:10:15-07:00,My Sister's Keeper
Robert Ludlum,,Fiction:Thriller,9.78055E+12,1991-07-15T00:00:00-07:00,The Bourne Ultimatum
Karen Marie Moning,,Romance:Paranormal,9.78039E+12,2006-10-30T23:00:00-08:00,Darkfever
James Patterson,,Fiction:Suspense,9.78032E+12,2010-04-26T03:00:00-07:00,The 9th Judgment
James Patterson,,Fiction:Young Adult,9.78032E+12,2007-04-01T00:00:00-07:00,The Angel Experiment
Jodi Picoult,,Fiction,9.78074E+12,2008-02-05T10:07:15-08:00,Nineteen Minutes
Robert Ludlum,,Fiction:Thriller,9.78141E+12,2010-07-15T11:02:14-07:00,The Cry of the Halidon
Robert Ludlum,,Fiction:Thriller,9.78141E+12,2010-07-15T10:57:28-07:00,The Icarus Agenda
Karen Marie Moning,,Romance:Paranormal,9.78039E+12,2008-09-16T00:00:00-07:00,Faefever
Christopher Moore,,Fiction:Humor,9.7816E+12,2006-08-14T03:00:00-07:00,A Dirty Job
James Patterson,,Fiction:Suspense,9.78045E+12,2003-05-01T09:35:33-07:00,The Beach House
Jodi Picoult,,Fiction,9.78074E+12,2003-02-04T10:01:37-08:00,Perfect Match
Robert Ludlum,,Fiction:Thriller,9.78031E+12,2008-07-01T11:07:34-07:00,The Janson Directive
Robert Ludlum,,Fiction:Thriller,9.78055E+12,1983-10-01T11:05:43-07:00,The Matarese Circle
James Patterson,,Fiction:Suspense,9.78045E+12,2004-10-01T00:00:07-07:00,The Big Bad Wolf
James Patterson,,Fiction:Young Adult,9.78045E+12,2009-02-01T00:00:00-08:00,The Final Warning
Jodi Picoult,,Fiction,9.78142E+12,2007-01-01T09:59:55-08:00,Plain Truth
Robert Ludlum,,Fiction:Thriller,9.78055E+12,1998-07-01T11:08:39-07:00,The Matarese Countdown
Robert Ludlum,,Fiction:Thriller,9.78141E+12,2010-07-15T00:11:12-07:00,The Paris Option
Robert Ludlum,,Fiction:Thriller,9.78055E+12,1982-02-01T00:00:00-08:00,The Scarlatti Inheritance
Christopher Moore,,Fiction:Humor,9.78068E+12,1995-09-15T09:26:04-07:00,Bloodsucking Fiends: A Love Story
Christopher Moore,,Fiction:Humor,9.78067E+12,1994-03-14T23:00:00-08:00,Coyote Blue
James Patterson,,Fiction:Suspense,9.78045E+12,2005-04-20T09:34:23-07:00,The Lake House
Robert Ludlum,,Fiction:Thriller,9.78031E+12,2009-03-31T10:54:54-07:00,The Sigma Protocol
Christopher Moore,,Fiction:Humor,9.78075E+12,2009-11-05T00:00:00-08:00,"Fluke: Or, I Know Why the Winged Whale Sings"
Christopher Moore,,Fiction:Humor,9.78006E+12,2009-02-10T00:00:00-08:00,Fool
James Patterson,,Fiction:Suspense,9.78045E+12,2009-07-28T09:35:24-07:00,The Quickie
James Patterson,,Fiction:Suspense,9.78045E+12,2002-09-30T23:58:27-07:00,Violets Are Blue
